sample	pclass	type	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22	chrX
TCGA-32-1982-01A-01D-0784-01	GBM_	a	245	0	41	218	2009	0	725	0	0	0	189	61	0	54	0	69	262	0	0	0	272	0	200
TCGA-32-1982-01A-01D-0784-01	GBM_	d	62	0	0	0	2234	4308	0	0	8784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-76-4935-01A-01D-1479-01	GBM_	a	438	0	0	1567	0	0	0	0	0	0	0	129	0	163	0	0	0	0	55	115	0	0	0
TCGA-76-4935-01A-01D-1479-01	GBM_	d	9	0	0	2025	0	5	18	0	1048	0	0	14289	0	0	0	0	0	0	0	0	0	0	0
TCGA-02-0085-01A-01D-0193-01	GBM_	a	196	0	0	0	0	0	0	0	0	0	0	2269	0	0	0	0	0	0	0	0	0	0	0
TCGA-02-0085-01A-01D-0193-01	GBM_	d	0	0	0	4283	0	726	0	0	4174	0	0	8211	0	0	0	0	0	0	0	7	0	0	0
TCGA-26-1439-01A-01D-1224-01	GBM_	a	0	0	508	0	0	0	657	0	0	0	20	0	0	0	0	28	0	0	154	0	0	0	0
TCGA-26-1439-01A-01D-1224-01	GBM_	d	2600	2625	0	668	0	0	5	0	4083	0	91	0	0	0	0	3329	0	0	0	2050	3104	0	0
TCGA-14-1456-01B-01D-0784-01	GBM_	a	0	0	0	0	0	0	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-14-1456-01B-01D-0784-01	GBM_	d	4857	0	342	0	13963	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	8	0	29
TCGA-06-0410-01A-01D-0275-01	GBM_	a	0	0	79	3253	127	0	1751	0	11356	0	0	0	0	0	0	106	0	0	0	0	0	0	0
TCGA-06-0410-01A-01D-0275-01	GBM_	d	205	140	267	634	0	0	437	0	131	0	0	78	0	0	0	1398	0	0	0	0	117	95	0
TCGA-14-1827-01A-01D-0591-01	GBM_	a	5870	0	0	0	0	0	1214	0	0	3952	0	0	167	0	0	0	78	0	0	0	0	0	0
TCGA-14-1827-01A-01D-0591-01	GBM_	d	6231	0	0	5	0	6	0	6	0	0	0	0	0	0	0	2089	586	0	0	0	0	0	0
TCGA-06-6695-01A-11D-1842-01	GBM_	a	0	0	7091	2579	0	0	0	0	0	0	0	3481	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-6695-01A-11D-1842-01	GBM_	d	0	0	13	0	3254	0	0	0	0	0	0	6	0	0	0	0	40	0	0	0	3899	0	0
TCGA-19-2623-01A-01D-0911-01	GBM_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-19-2623-01A-01D-0911-01	GBM_	d	0	0	0	0	0	0	9	0	74	0	0	0	20236	0	0	0	0	0	49	0	0	13	0
TCGA-32-2638-01A-01D-0911-01	GBM_	a	679	0	669	0	0	0	1302	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0
TCGA-32-2638-01A-01D-0911-01	GBM_	d	5092	0	0	0	202	0	0	2202	9938	0	0	0	0	0	0	0	0	0	0	0	0	9	0
TCGA-06-0155-01B-01D-0517-01	GBM_	a	0	40	0	1915	0	0	1192	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0155-01B-01D-0517-01	GBM_	d	5	0	0	0	0	4252	0	11	8358	0	0	0	0	4723	0	0	0	0	0	0	0	0	0
TCGA-28-1753-01A-01D-0784-01	GBM_	a	0	0	0	0	0	0	806	0	0	0	0	0	0	0	0	0	0	0	7634	0	0	0	0
TCGA-28-1753-01A-01D-0784-01	GBM_	d	0	0	44	0	0	6070	5	0	567	0	20	0	0	0	0	2691	0	2690	0	8	0	0	58
TCGA-06-0182-01A-01D-0275-01	GBM_	a	17	1463	0	0	0	0	642	0	0	0	0	2983	658	0	9408	0	0	0	352	0	5	0	0
TCGA-06-0182-01A-01D-0275-01	GBM_	d	315	0	0	266	0	0	0	0	32	0	0	0	0	0	2064	26	0	0	0	0	0	2405	0
TCGA-08-0356-01A-01G-0293-01	GBM_	a	0	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-08-0356-01A-01G-0293-01	GBM_	d	0	0	0	7999	806	7522	0	582	3142	0	0	0	0	0	5	6	0	0	0	0	0	0	0
TCGA-06-0875-01A-01D-0384-01	GBM_	a	397	190	261	3899	0	0	0	0	6059	0	0	1478	0	0	0	0	0	0	0	0	0	0	5209
TCGA-06-0875-01A-01D-0384-01	GBM_	d	1225	17	93	108	0	0	0	0	0	0	0	0	0	24	0	0	1693	8	0	0	0	0	0
TCGA-02-0023-01B-01G-0293-01	GBM_	a	0	0	0	0	0	3004	2395	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
TCGA-02-0023-01B-01G-0293-01	GBM_	d	5982	15	1005	0	11	38	0	5	7374	0	5	0	7	392	13	154	31	0	0	0	10	29	323
TCGA-19-5953-01B-12D-1842-01	GBM_	a	14	0	0	0	3212	0	0	0	0	0	0	6	0	0	0	0	0	0	1093	0	0	0	0
TCGA-19-5953-01B-12D-1842-01	GBM_	d	7875	0	0	13	0	0	0	6396	1079	5	0	202	0	0	0	0	504	0	39	0	411	0	0
TCGA-12-0819-01A-01D-0384-01	GBM_	a	0	0	0	0	0	0	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-12-0819-01A-01D-0384-01	GBM_	d	18068	10	22	0	179	0	0	0	1850	0	48	5	0	0	0	0	0	0	0	0	0	0	0
TCGA-76-6661-01B-11D-1842-01	GBM_	a	66	0	0	0	32	0	719	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
TCGA-76-6661-01B-11D-1842-01	GBM_	d	11496	1187	0	96	547	54	0	0	6710	0	20	0	7	25	0	0	0	33	0	0	0	0	0
TCGA-02-0011-01B-01D-0182-01	GBM_	a	0	0	0	0	0	0	0	0	1645	7565	0	0	0	0	0	0	0	873	0	0	0	0	1675
TCGA-02-0011-01B-01D-0182-01	GBM_	d	0	10	0	0	169	0	5085	0	0	523	0	0	0	0	3480	0	0	0	0	0	0	0	0
TCGA-06-0157-01A-01D-0236-01	GBM_	a	632	300	302	844	993	0	642	0	57	0	505	2064	0	0	0	392	263	0	321	262	0	0	0
TCGA-06-0157-01A-01D-0236-01	GBM_	d	0	0	0	28	0	0	0	0	0	0	0	44	13385	0	0	0	0	0	0	0	0	0	0
TCGA-02-0102-01A-01D-0193-01	GBM_	a	0	0	0	0	0	0	714	0	0	0	0	1654	0	0	0	0	0	0	0	0	0	16	0
TCGA-02-0102-01A-01D-0193-01	GBM_	d	1449	20	0	0	12	191	6	0	0	0	0	16997	0	6	0	0	0	0	0	0	0	0	5
TCGA-06-5418-01A-01D-1479-01	GBM_	a	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	5062
TCGA-06-5418-01A-01D-1479-01	GBM_	d	4699	0	0	0	16	538	0	0	3095	6	16	0	6315	0	0	1255	0	0	0	0	0	0	11
TCGA-06-0750-01A-01D-0333-01	GBM_	a	2077	0	0	0	0	0	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0750-01A-01D-0333-01	GBM_	d	1086	0	0	0	0	12026	0	9	5390	0	0	73	0	0	0	0	5	0	0	0	0	0	0
TCGA-02-0037-01A-01D-0182-01	GBM_	a	70	0	0	52	0	0	0	1798	0	0	5950	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-02-0037-01A-01D-0182-01	GBM_	d	37	6	0	212	0	0	0	0	13499	0	5	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-19-5958-01A-11D-1694-01	GBM_	a	60	0	0	21	0	0	0	0	0	0	633	0	0	0	40	0	0	0	0	0	0	0	0
TCGA-19-5958-01A-11D-1694-01	GBM_	d	5303	1095	0	0	0	0	0	0	214	0	2496	0	0	130	14	0	0	0	0	0	11393	282	0
TCGA-06-0152-01A-02D-0310-01	GBM_	a	234	0	0	0	0	138	1109	0	0	0	0	1174	97	287	0	0	309	0	0	0	0	0	0
TCGA-06-0152-01A-02D-0310-01	GBM_	d	8711	0	0	0	0	20	6410	0	0	5	0	0	0	18	0	0	0	0	3254	0	29	0	0
TCGA-28-2501-01A-01D-1694-01	GBM_	a	0	0	0	0	0	0	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-28-2501-01A-01D-1694-01	GBM_	d	20616	295	0	0	154	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	5
TCGA-16-1060-01A-01D-0517-01	GBM_	a	0	0	0	0	0	0	2938	0	0	4983	181	0	0	0	0	0	7191	0	0	0	0	181	0
TCGA-16-1060-01A-01D-0517-01	GBM_	d	36	14	103	284	136	0	5	0	5449	0	0	10	0	0	0	0	464	0	0	5	0	0	33
TCGA-16-0848-01A-01D-0384-01	GBM_	a	687	143	0	1779	3070	180	0	32	232	0	430	712	11	511	0	0	53	0	216	0	0	0	0
TCGA-16-0848-01A-01D-0384-01	GBM_	d	2607	6	0	0	0	0	0	0	0	0	11471	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-81-5910-01A-11D-1694-01	GBM_	a	279	0	0	0	0	0	2526	40	0	0	0	0	0	114	108	0	0	0	2100	142	0	0	0
TCGA-81-5910-01A-11D-1694-01	GBM_	d	13595	137	0	0	0	0	0	0	3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-28-1746-01A-01D-0591-01	GBM_	a	57	352	555	234	185	251	0	0	6	0	288	407	95	207	0	0	0	0	770	0	0	41	0
TCGA-28-1746-01A-01D-0591-01	GBM_	d	5	0	0	0	0	0	0	0	0	0	0	4004	0	0	0	15	0	0	8158	275	0	6294	0
TCGA-02-0325-01A-01D-0275-01	GBM_	a	32	0	0	5	0	31	0	0	9100	0	0	0	0	0	5	0	53	0	0	0	0	0	0
TCGA-02-0325-01A-01D-0275-01	GBM_	d	0	0	0	120	0	5	0	25	1426	0	0	56	0	0	0	0	4519	0	6865	5	0	0	0
TCGA-41-3393-01A-01D-1224-01	GBM_	a	230	207	0	0	0	0	520	0	0	0	0	0	0	0	273	0	0	0	60	0	0	0	0
TCGA-41-3393-01A-01D-1224-01	GBM_	d	2183	367	3604	0	8	25	0	392	0	0	0	0	315	12842	0	0	23	0	0	0	0	0	1254
TCGA-12-0657-01A-01D-0333-01	GBM_	a	2525	0	192	0	0	0	599	0	0	1979	0	727	0	0	0	0	0	0	3832	0	307	0	0
TCGA-12-0657-01A-01D-0333-01	GBM_	d	0	0	0	0	8962	1154	0	0	1986	0	0	39	59	0	0	0	0	0	17	0	0	0	0
TCGA-19-1390-01A-01D-0911-01	GBM_	a	0	0	639	3826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0
TCGA-19-1390-01A-01D-0911-01	GBM_	d	6	168	2997	0	873	12441	7	68	641	7	265	0	0	11	0	0	7	0	0	0	0	0	0
TCGA-28-5208-01A-01D-1479-01	GBM_	a	268	0	0	0	0	0	5521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-28-5208-01A-01D-1479-01	GBM_	d	12174	13	7	0	0	0	274	0	4270	0	0	0	0	0	0	0	0	7	0	0	0	0	0
TCGA-14-0781-01B-01D-1694-01	GBM_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-14-0781-01B-01D-1694-01	GBM_	d	6	0	0	0	0	0	16	0	2499	0	0	0	20277	0	0	0	0	0	0	0	0	0	0
TCGA-08-0352-01A-01D-0310-01	GBM_	a	553	607	1261	0	14	886	602	0	603	0	0	971	489	30	0	117	0	390	0	0	0	168	0
TCGA-08-0352-01A-01D-0310-01	GBM_	d	0	0	1139	0	174	0	66	0	6468	0	3464	1188	0	3649	0	175	0	0	0	0	0	5	0
TCGA-19-5947-01A-11D-1694-01	GBM_	a	541	508	0	150	5	0	415	0	0	0	591	0	0	0	0	12	180	0	134	121	0	0	1794
TCGA-19-5947-01A-11D-1694-01	GBM_	d	5263	0	2658	82	3275	0	35	9	0	0	0	7	0	0	0	3266	3972	6	0	0	16	0	5
TCGA-08-0525-01A-01D-0275-01	GBM_	a	887	0	355	0	0	0	605	0	0	0	0	0	0	0	324	0	193	0	0	374	0	0	0
TCGA-08-0525-01A-01D-0275-01	GBM_	d	211	0	0	1958	0	0	0	0	4920	0	0	0	0	243	10742	10	0	0	0	0	0	2451	0
TCGA-32-4211-01A-01D-1224-01	GBM_	a	0	0	0	4097	410	865	0	0	0	0	0	2856	0	0	0	0	0	0	0	0	0	0	0
TCGA-32-4211-01A-01D-1224-01	GBM_	d	0	0	0	0	441	0	0	0	0	0	0	14318	0	0	0	364	0	0	0	0	0	0	20
TCGA-32-5222-01A-01D-1479-01	GBM_	a	0	0	75	1047	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-32-5222-01A-01D-1479-01	GBM_	d	2530	173	0	0	0	0	0	0	6620	0	12650	0	0	304	0	0	0	0	0	0	0	0	0
TCGA-16-1056-01B-01D-0517-01	GBM_	a	2039	40	520	340	0	0	0	0	306	0	197	1583	308	0	0	23	362	0	107	0	0	0	0
TCGA-16-1056-01B-01D-0517-01	GBM_	d	11846	0	0	164	0	0	0	3921	66	0	0	0	987	0	0	0	690	0	0	0	7	0	0
TCGA-06-2561-01A-02D-0784-01	GBM_	a	862	0	0	67	0	0	0	0	0	0	0	8652	0	0	0	0	0	0	0	57	0	0	0
TCGA-06-2561-01A-02D-0784-01	GBM_	d	4636	542	1992	0	1068	0	0	5	1010	0	2248	5	295	0	0	0	0	1209	966	0	5	0	0
TCGA-06-0206-01A-01D-0236-01	GBM_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0206-01A-01D-0236-01	GBM_	d	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	23056	0	0	0	0	0	0
TCGA-12-0829-01A-01D-0384-01	GBM_	a	1347	0	10560	0	0	0	631	0	0	0	4141	0	0	0	1802	0	0	0	0	0	0	0	0
TCGA-12-0829-01A-01D-0384-01	GBM_	d	0	0	2591	0	0	754	7	0	1752	0	10	0	8	0	134	0	0	0	0	12	0	0	0
TCGA-02-0430-01A-01D-0275-01	GBM_	a	1352	646	132	0	616	69	819	104	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-02-0430-01A-01D-0275-01	GBM_	d	915	0	0	0	0	0	0	0	8715	0	0	0	10414	0	0	0	0	0	0	0	0	0	0
TCGA-87-5896-01A-01D-1694-01	GBM_	a	1730	0	1093	20	0	831	1641	0	835	0	536	0	0	839	0	0	894	0	4115	834	0	0	0
TCGA-87-5896-01A-01D-1694-01	GBM_	d	10573	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0137-01A-02D-0214-01	GBM_	a	0	0	0	0	0	0	1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0137-01A-02D-0214-01	GBM_	d	4610	5628	8384	0	0	0	0	0	4255	0	0	21	0	0	0	0	0	0	5	0	0	0	16
TCGA-14-1396-01A-01D-0517-01	GBM_	a	0	0	0	0	0	0	86	0	0	0	0	0	4703	0	0	0	0	0	0	0	0	0	0
TCGA-14-1396-01A-01D-0517-01	GBM_	d	6474	320	0	7032	8	5375	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0
TCGA-12-0670-01B-01D-0384-01	GBM_	a	677	232	21	0	77	24	712	0	137	0	393	4716	310	42	123	358	499	0	103	143	0	0	67
TCGA-12-0670-01B-01D-0384-01	GBM_	d	2565	240	0	0	0	0	0	0	1508	0	11113	0	25	0	0	0	166	0	0	0	0	0	0
TCGA-12-1091-01A-01D-0517-01	GBM_	a	23	0	0	43	0	14	53	0	0	0	0	0	0	0	61	0	9	0	35	0	0	0	0
TCGA-12-1091-01A-01D-0517-01	GBM_	d	2141	0	903	421	201	465	516	0	3385	0	549	15	0	0	0	14021	0	0	0	151	0	0	1267
TCGA-08-0350-01A-01G-0293-01	GBM_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-08-0350-01A-01G-0293-01	GBM_	d	1116	0	882	3117	0	0	95	0	5	0	2226	7	15034	0	0	0	0	0	1882	0	0	0	6
TCGA-41-6646-01A-11D-1842-01	GBM_	a	1187	0	0	10	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077
TCGA-41-6646-01A-11D-1842-01	GBM_	d	2623	197	73	3789	980	255	0	0	6647	0	0	0	7482	0	0	0	0	0	0	0	117	0	0
TCGA-19-2620-01A-01D-0911-01	GBM_	a	6	0	0	0	0	0	8959	0	216	0	0	0	0	0	0	150	0	0	1086	0	0	0	0
TCGA-19-2620-01A-01D-0911-01	GBM_	d	4046	158	324	470	0	685	2739	1307	2206	0	0	0	0	0	187	1935	0	8	0	0	0	0	0
TCGA-06-6693-01A-11D-1842-01	GBM_	a	0	0	0	0	0	0	475	798	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0
TCGA-06-6693-01A-11D-1842-01	GBM_	d	9817	1020	2029	0	0	201	2811	823	105	13	63	0	0	0	0	0	0	1436	4238	0	0	0	433
TCGA-02-0332-01A-01D-0275-01	GBM_	a	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0
TCGA-02-0332-01A-01D-0275-01	GBM_	d	159	0	24321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-02-0432-01A-02D-0275-01	GBM_	a	0	0	0	0	0	1148	0	0	0	0	0	11107	0	0	0	0	0	0	0	0	0	0	0
TCGA-02-0432-01A-02D-0275-01	GBM_	d	0	713	0	0	0	0	11878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-6388-01A-12D-1842-01	GBM_	a	0	0	61	20	35	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-6388-01A-12D-1842-01	GBM_	d	9	1166	0	2828	111	0	0	0	2436	120	75	0	0	13049	0	3243	0	0	0	0	0	0	1689
TCGA-28-1752-01A-01D-0591-01	GBM_	a	979	179	283	0	0	0	498	289	10	0	0	0	19892	0	0	0	148	0	98	157	0	0	0
TCGA-28-1752-01A-01D-0591-01	GBM_	d	1992	0	0	7	71	0	0	0	0	0	0	0	0	184	0	0	0	7	11	0	0	0	107
TCGA-02-0007-01A-01D-0182-01	GBM_	a	1817	141	0	61	87	29	248	0	0	0	49	0	0	77	0	0	112	0	0	19	0	0	0
TCGA-02-0007-01A-01D-0182-01	GBM_	d	21	0	9	7	0	0	18792	98	2819	0	5	0	0	0	0	0	636	0	0	0	0	0	9
TCGA-76-6280-01A-21D-1842-01	GBM_	a	0	186	25	26	59	107	0	0	675	0	54	106	0	102	0	195	120	0	102	0	0	0	0
TCGA-76-6280-01A-21D-1842-01	GBM_	d	721	430	13634	0	1030	0	21	0	299	0	0	0	0	0	0	0	0	0	0	0	7232	0	0
TCGA-06-0882-01A-01D-0384-01	GBM_	a	0	0	0	0	0	7	0	0	0	546	0	54	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0882-01A-01D-0384-01	GBM_	d	254	387	0	8	923	3410	0	0	0	0	0	1000	871	0	0	5812	9808	0	2056	0	0	0	0
TCGA-32-1991-01A-01D-1224-01	GBM_	a	875	731	653	0	0	0	1548	0	0	0	1439	997	0	0	0	1389	1265	0	0	394	0	2219	0
TCGA-32-1991-01A-01D-1224-01	GBM_	d	0	0	18	0	0	0	0	0	159	0	13414	0	48	0	0	0	0	0	0	0	0	0	0
TCGA-19-2621-01B-01D-0911-01	GBM_	a	886	0	0	0	0	0	1406	0	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-19-2621-01B-01D-0911-01	GBM_	d	1089	0	21118	0	13	10	5	0	10	0	0	0	0	0	0	5	14	0	6	0	0	0	5
TCGA-02-0064-01A-01D-0193-01	GBM_	a	1676	0	865	0	626	0	1241	0	0	0	505	0	0	0	660	530	0	0	0	0	0	43	0
TCGA-02-0064-01A-01D-0193-01	GBM_	d	3407	0	0	10608	5	0	7	0	0	0	1040	0	4319	0	0	0	0	0	0	0	0	0	0
TCGA-12-0820-01A-01D-0384-01	GBM_	a	10	27	59	220	0	28	649	0	68	0	493	619	0	120	0	33	0	0	7425	22	0	0	0
TCGA-12-0820-01A-01D-0384-01	GBM_	d	11852	39	0	3004	0	0	7	0	0	1034	0	84	0	8	0	0	54	0	0	0	0	0	0
TCGA-12-0707-01A-01D-0333-01	GBM_	a	376	0	0	0	0	0	1624	17	0	0	0	430	0	457	0	39	223	0	0	1379	0	0	0
TCGA-12-0707-01A-01D-0333-01	GBM_	d	144	662	0	45	547	3928	0	0	0	0	102	179	0	0	15800	6	0	0	0	0	0	0	0
TCGA-06-0177-01A-01D-0275-01	GBM_	a	0	0	127	2127	0	0	0	0	0	0	0	4092	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0177-01A-01D-0275-01	GBM_	d	0	13	0	0	4101	0	0	0	0	0	0	0	0	5	15549	0	0	0	0	0	0	0	0
TCGA-02-0285-01A-01D-0275-01	GBM_	a	5	0	0	2241	0	0	0	7	21230	0	0	0	24	0	0	0	0	0	0	0	0	0	0
TCGA-02-0285-01A-01D-0275-01	GBM_	d	2140	52	57	0	0	46	0	23	124	88	6	10	59	7	0	0	10	30	0	0	0	5	28
TCGA-19-5951-01A-11D-1694-01	GBM_	a	0	0	0	67	26	0	876	0	372	0	0	0	0	0	0	0	0	0	465	0	12	0	0
TCGA-19-5951-01A-11D-1694-01	GBM_	d	13437	0	7780	7	2210	0	0	0	594	0	808	305	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-6390-01A-11D-1694-01	GBM_	a	1391	13	0	0	0	0	0	0	0	0	0	10033	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-6390-01A-11D-1694-01	GBM_	d	13827	844	48	0	60	0	0	767	0	0	314	5	0	0	0	0	0	0	0	0	0	0	13
TCGA-02-0060-01A-01D-0182-01	GBM_	a	0	0	0	0	0	0	0	0	0	0	0	2588	0	768	0	0	0	0	0	0	0	0	0
TCGA-02-0060-01A-01D-0182-01	GBM_	d	6	0	11152	9427	0	0	0	0	0	0	57	2509	0	879	0	0	7	0	0	0	0	0	0
TCGA-19-5955-01A-11D-1694-01	GBM_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
TCGA-19-5955-01A-11D-1694-01	GBM_	d	90	0	0	0	24	0	0	0	0	0	0	0	27150	0	0	0	0	0	0	7	0	0	0
TCGA-19-1392-01A-01D-0517-01	GBM_	a	93	0	0	0	38	0	68	0	56	0	0	0	0	0	30	503	0	0	822	0	0	0	40
TCGA-19-1392-01A-01D-0517-01	GBM_	d	108	5	63	90	0	0	0	17803	6528	0	5	0	0	0	0	0	1041	0	0	0	0	0	139
TCGA-28-2513-01A-01D-0784-01	GBM_	a	0	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	0	4313	0	0	0	0
TCGA-28-2513-01A-01D-0784-01	GBM_	d	0	0	0	5	0	0	0	229	0	0	6	0	0	7830	14459	0	0	0	0	0	0	0	0
TCGA-08-0516-01A-01D-0275-01	GBM_	a	0	0	0	2093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-08-0516-01A-01D-0275-01	GBM_	d	0	0	0	14437	9163	0	0	0	0	0	0	0	0	0	0	0	0	0	1967	0	0	0	0
TCGA-06-0644-01A-02D-0310-01	GBM_	a	0	0	7666	0	0	0	0	0	43	0	0	0	0	0	0	0	0	40	0	0	0	0	0
TCGA-06-0644-01A-02D-0310-01	GBM_	d	9596	6	0	1319	0	0	0	64	9010	6	30	5	0	5	0	0	0	0	0	0	0	0	0
TCGA-06-0143-01A-01D-0214-01	GBM_	a	978	0	0	875	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0143-01A-01D-0214-01	GBM_	d	0	0	6	0	346	0	0	0	9163	1213	7	0	14629	0	0	64	0	0	0	0	0	0	0
TCGA-32-2495-01A-01D-1224-01	GBM_	a	0	0	0	0	0	12348	3912	0	2119	0	0	46	0	0	110	0	451	0	0	0	0	0	0
TCGA-32-2495-01A-01D-1224-01	GBM_	d	0	368	0	0	859	10	0	0	7091	0	0	0	0	0	0	0	865	0	0	0	0	0	0
TCGA-12-1097-01B-01D-0517-01	GBM_	a	0	0	43	1696	0	0	1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-12-1097-01B-01D-0517-01	GBM_	d	2924	5	0	0	0	0	0	117	2782	0	0	0	0	0	19466	0	0	11	0	0	0	0	11
TCGA-19-5954-01A-11D-1694-01	GBM_	a	920	0	0	0	314	0	1315	0	266	0	0	607	0	0	0	0	0	0	0	358	591	0	0
TCGA-19-5954-01A-11D-1694-01	GBM_	d	13671	0	0	0	40	71	0	0	10176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-32-2615-01A-01D-0911-01	GBM_	a	0	0	0	0	0	0	2779	0	0	0	69	0	0	0	0	140	0	0	0	0	0	0	0
TCGA-32-2615-01A-01D-0911-01	GBM_	d	18	0	0	0	7	612	11	317	7801	0	0	16459	103	5	45	0	0	21	0	0	0	0	0
TCGA-06-0412-01A-01D-0275-01	GBM_	a	1617	0	0	4220	0	0	1139	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0412-01A-01D-0275-01	GBM_	d	5	5	0	0	81	0	0	9	0	0	0	0	0	20893	0	0	0	0	0	0	0	0	0
TCGA-12-1601-01A-01D-0591-01	GBM_	a	0	0	0	0	93	65	5587	175	116	0	0	0	0	259	0	0	203	0	0	0	0	86	0
TCGA-12-1601-01A-01D-0591-01	GBM_	d	0	946	0	2862	470	0	0	0	2261	0	133	0	0	174	15150	0	0	0	0	0	0	0	0
TCGA-14-0867-01A-01D-0384-01	GBM_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-14-0867-01A-01D-0384-01	GBM_	d	0	0	5	0	8	0	0	0	0	0	6	11	27730	0	0	0	0	0	835	0	0	0	0
TCGA-06-2565-01A-01D-0784-01	GBM_	a	158	2554	302	84	0	53	4366	0	101	0	111	0	0	0	32	0	0	0	98	0	113	90	0
TCGA-06-2565-01A-01D-0784-01	GBM_	d	13402	377	6312	743	0	0	60	11	0	0	11	0	0	0	0	6	6	0	0	0	0	0	0
TCGA-26-5136-01B-01D-1479-01	GBM_	a	68	0	0	0	148	84	0	5	1987	0	0	0	9979	0	0	32	0	125	29	0	0	0	0
TCGA-26-5136-01B-01D-1479-01	GBM_	d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16690	6	0	0	0	0
TCGA-14-1825-01A-01D-0591-01	GBM_	a	781	6	0	2903	0	113	1674	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0
TCGA-14-1825-01A-01D-0591-01	GBM_	d	6502	614	0	6	0	717	6443	5	1024	2614	0	8	5	0	18	4959	0	614	0	0	0	0	7
TCGA-26-1442-01A-01D-1694-01	GBM_	a	0	581	0	0	0	0	0	124	0	0	0	7014	0	0	60	0	872	0	0	0	0	0	0
TCGA-26-1442-01A-01D-1694-01	GBM_	d	5	0	0	0	0	0	0	0	0	0	13814	0	0	0	7	0	0	0	2213	0	0	4577	0
